image_name,image_path,ground_truth,generated_recipe
platanos-horneados-con-crema-y-queso-baked-banana,../data/food_images/platanos-horneados-con-crema-y-queso-baked-banana.jpg,"Preheat the oven to 400°F.
Place the whole bananas or plantains on a baking sheet and bake, turning them every 10 minutes, until the peel starts to split and the inside is tender when tested with a skewer, about 40 minutes. Remove from the oven but keep on the baking sheet. Carefully slice the peel lengthwise to just reveal the flesh and drizzle with some crema and sprinkle with cheese. Transfer to plates to serve individually, on a platter, or directly on the baking sheet on the table. Either way, people should carve out their own banana. Serve the remaining crema and cheese in bowls on the side, in case anyone wants more."," To cook this dish, you will need to submerge the flower petal in butter and then drizzle over the plate with melted butter."
tamale-pie-with-fresh-tomato-and-corn,../data/food_images/tamale-pie-with-fresh-tomato-and-corn.jpg,"Preheat oven to 450°F. Heat an 8"" cast-iron skillet over high. Pat chorizo and beef dry with paper towels, then press into an even layer in bottom of hot skillet with a spatula. Cook, undisturbed, until a brown crust begins to form on the bottom, about 6 minutes. Turn, break into pieces, and continue to cook until cooked through, about 4 minutes. Add tomato paste, cumin, half of grated onion, half of jalapeño, and 1 1/4 tsp. salt and cook, stirring constantly, until fragrant and well combined, about 1 minute. Remove from heat and stir in tomatoes, 1 1/2 cups corn, and 1 1/2 cups cheese.
Whisk eggs, butter, 1/3 cup sour cream, and remaining onion in a medium bowl. Whisk cornmeal, baking powder, and remaining 1/2 tsp. salt in a small bowl. Add dry ingredients to butter mixture and stir to combine, then stir in 1/4 cup cheese and remaining 1/2 cup corn.
Dollop cornbread batter over meat mixture, then smooth into an even layer. Top with remaining jalapeños and 1/4 cup cheese.
Bake cornbread until golden brown, 15–18 minutes. Serve with sour cream alongside.", You can cook this dish in a pan or in a smaller dish.
charred-peach-panzanella-pickled-pepper-vinaigrette,../data/food_images/charred-peach-panzanella-pickled-pepper-vinaigrette.jpg,"Whisk garlic, pickle brine, mustard, and salt in a large bowl to combine. Add tomatoes and pickled peppers and gently toss to combine. Let sit, tossing occasionally, while you cook the bacon, bread, and peaches.
Arrange bacon in a cold large cast-iron skillet and set over medium heat. Cook, stirring occasionally, until mostly crisp (there can still be a few soft, chewy spots if you’re into that sort of thing), about 10 minutes. Transfer bacon to paper towels to drain. Pour bacon fat into a small bowl; set aside. Wipe out skillet.
Heat 2 Tbsp. reserved bacon fat in same skillet. Working in batches and adding more bacon fat as needed, toast bread until golden (a few char marks are fine), about 2 minutes per side. Transfer to paper towels to drain. Wipe out skillet.
Heat another 1 Tbsp. bacon fat (if you’ve run out, use vegetable or olive oil) in same skillet and cook peach halves, cut side down, until lightly charred, about 3 minutes. Transfer to a cutting board; let sit until cool enough to handle. Slice each half in half again or into thirds and add to bowl with tomatoes. Tear toasted bread into 1""–1½"" pieces and add to bowl. Add bacon and toss gently to combine and saturate bread with juices collected in bowl.
Transfer panzanella to a platter or individual bowls to serve."," Yes, you can cook this dish with a pressure cooker."
stuffed-eggplants-and-zucchini-tomato-sauce-falastin,../data/food_images/stuffed-eggplants-and-zucchini-tomato-sauce-falastin.jpg,"To make the sauce, put the oil into a saucepan or casserole pan with a lid—about 10 inches/25cm wide—and place over medium heat. Add the onions and cook for about 10 minutes, stirring frequently, until soft and caramelized. Add the rest of the sauce ingredients, along with 2½ tsp of salt and a good grind of black pepper. Simmer over medium heat for about 10 minutes, stirring from time to time, then remove from the heat and set aside.
To make the stuffing, while the sauce is cooking, place all the ingredients in a large bowl with 1½ tsp of salt and a good grind of black pepper. Mix well, using your hands to make sure that everything is well incorporated. If making in advance, keep in the fridge until ready to use.
Trim the stalks from the eggplants, then insert a manakra (or peeler or corer) into the eggplant; you want it to be very close to the skin—about ⅛ inch/3mm away—but not so close that it tears and won’t hold its shape when it’s stuffed. Scoop out the flesh to create a generous cavity. You don’t need the flesh anymore, but keep it for another recipe; it can be cut into cubes and steamed or added to your next omelette. If your eggplants are particularly large, slice them in half, crosswise, and scoop out the flesh using a regular small serrated knife—be sure to keep one end of each half intact, so that the stuffing does not fall out!
Use the manakra or a swivel peeler to scoop out the zucchini flesh. Keep about ⅛ inch/3mm of flesh attached to the skin inside the zucchini and about ½ inch/1cm from the end intact—they need to be robust enough to keep the stuffing inside. Again, keep the scooped-out flesh to use elsewhere.
Using your hands, so that you can push in a bit of stuffing at a time, fill all the eggplant and zucchini cavities. Stop filling them about ½ inch/1cm from the top of each vegetable; the stuffing needs some space to expand inside the vegetables when they are cooking.
Gently lower the stuffed vegetables into the sauce. They won’t fit in a single layer, but try to avoid too much overlap and submerge them in the sauce as much as you can. Return the sauce to medium heat and, once simmering, decrease the heat to low. Cover the pan and simmer very gently for 90 minutes, or until the rice is completely cooked through and soft—test if it is ready by sticking a knife into the middle of one of the vegetables; it should go in very easily. Don’t worry if some of the rice/stuffing spills into the tomato sauce, this can happen and it will be fine when served.
To make the adha, meanwhile, put the oil into a small frying pan and place over medium heat. After about 1 minute, add the garlic and decrease the heat to medium-low. Cook for about 5 minutes, stirring very often, until the garlic is golden and crispy. Keep a close eye on the pan here; you don’t want the oil to get too hot and for the garlic to burn. Reserving the oil as you pour, strain the garlic through a sieve. Set the garlic aside—it will crisp up as it cools down—and return the oil to the pan. Add the coriander seeds and chile and cook for about 1 minute, stirring a few times, until fragrant. Remove from the heat, transfer to a separate bowl, and set aside until needed.
When the vegetables are cooked and the sauce is thick and rich (but still pourable), use a slotted spoon to carefully lift the vegetables out of the pan. Pour the sauce onto a large serving platter (or individual serving plates) with a rim and top with the stuffed vegetables. Spoon on the adha—the coriander-chile oil first, followed by the fried garlic—then sprinkle with the fresh herbs and green onion. Serve warm or at room temperature, with the yogurt spooned alongside.", The dish should be cooked in a sauce.
chicken-meatballs-with-molokhieh-falastin,../data/food_images/chicken-meatballs-with-molokhieh-falastin.jpg,"To make the meatballs, place the breadcrumbs in a small bowl and cover with water. Stir, then drain through a colander, squeezing out most of the moisture from the bread. (If using grated zucchini, toss it with ½ tsp of salt and place in a sieve set over a bowl. Let to sit for 20 minutes, then use your hands to squeeze out as much liquid as possible.)
Transfer the crumbs to a large bowl with the chicken, garlic, spices, herbs, lemon zest, ¾ tsp salt, and plenty of black pepper. Using well-oiled hands, shape into about 30 small balls; roughly a scant 1 oz/25g each.
Put 1 tbsp of oil into a large nonstick sauté pan with a lid, and place over high heat. Once hot, add half the meatballs and cook for 2–3 minutes, turning throughout, until golden brown all over. Transfer the meatballs to a baking sheet and set aside. Keep the pan on the heat and continue with the remaining 1 tbsp of oil and remaining meatballs in the same way.
Return the same pan to medium-high heat. Add the 2 garlic cloves, lemon rind, and stock and bring to a boil—this should take about 3 minutes. Add the molokhieh (or the spinach and okra combination), cinnamon, 2 tsp of salt, and plenty of black pepper, then decrease the heat to medium and cook, covered, for about 20 minutes, or until the molokhieh is bubbling and completely defrosted. Add the meatballs, parsley, and ½ cup/10g of cilantro and cook, covered, for another 10 minutes, or until completely cooked through. Stir in the lemon juice.
To make the adha, meanwhile, put the olive oil into a small frying pan over medium-high heat. Add the garlic and cook for about 3 minutes, stirring occasionally, or until golden and crispy. Add the chile flakes, then remove from the heat and pour into a bowl. Stir in the cilantro and set aside.
Divide the soup among four bowls and top with the fried garlic and remaining ½ cup/10g cilantro. Serve at once, with lemon wedges alongside.", Make sure the sauce in the bowl is not too thick. You can cook the meat in the sauce or cook other ingredients in the sauce.
bisibelabath-hot-lentil-rice,../data/food_images/bisibelabath-hot-lentil-rice.jpg,"Using the Sauté function on High, heat 1 teaspoon (5 mL) oil in the inner pot for 1 minute, until shimmering. Add the coconut, coriander seeds, chana dal, peppercorns, fenugreek seeds, cinnamon stick, cloves, asafoetida (if using) and dried chile; cook for about 2 minutes, until fragrant. Transfer the mixture to a clean coﬀee/spice grinder and grind to a powder.
Using the Sauté function on High, heat the remaining 5 teaspoons (25 mL) oil in the inner pot for 1 minute, until shimmering. Add the onion, salt, green chiles, turmeric and mustard seeds; cook for about 2 minutes, until the mustard seeds begin to pop. Add the rice, lentils, squash, and mustard greens; stir to combine. Stir in the toasted spices, then the broth. Secure the lid and cook on high pressure for 3 minutes.
Once the cooking is complete, let the pressure release naturally for 10 minutes, then quick-release the remaining pressure.
Remove the lid and stir. Transfer to a bowl; serve.
If you can’t find mustard greens, use turnip greens, kale or any other sturdy greens.", Add more oil to the pan until it is about halfway done cooking the rice. Take out the cooked rice and serve in the white bowl.
tahini-walnut-magic-shell-tara-obrady,../data/food_images/tahini-walnut-magic-shell-tara-obrady.jpg,"Preheat oven to 350°F. Spread out walnuts on a small rimmed baking sheet; toast, tossing halfway through, until golden brown, 8–10 minutes. Let cool.
Meanwhile, microwave white chocolate, oil, and tahini in a small microwave-proof bowl on low heat in 15 second bursts, stirring after each burst, until melted and combined.
Process walnuts in a food processor until a paste forms. Scrape down sides of bowl and add vanilla bean paste and salt and pulse to combine. With motor running, gradually pour in white chocolate mixture and process until smooth. Use immediately.", You should sear the ice cream on the stove until it's reached a medium-rare don't over-cook it.
django-reinhardt-dry-vermouth-cocktail-kat-odell,../data/food_images/django-reinhardt-dry-vermouth-cocktail-kat-odell.jpg,"Combine the vermouth, lemon juice, simple syrup, and 2 of the orange slices in a cocktail shaker and muddle to break down the orange. Add ice cubes to fill the shaker three-quarters full, cover, and shake to chill, about 15 seconds.
Fill a rocks glass with ice cubes and strain the cocktail over the ice. Garnish with the remaining orange slice."," To cook this dish, you'll need to create a flavorful sauce to use in the cocktail. One way to do this is to blend the ingredients you've mentioned and cook them in a sauce bowl until you have a smooth, thick consistency. Once cooked, you can combine the sauce with the cocktail and serve with ice."
rose-all-day-cocktail-day-drinking-kat-odell,../data/food_images/rose-all-day-cocktail-day-drinking-kat-odell.jpg,"Muddle the strawberries in a mixing glass or cocktail shaker. Add the rosé, Aperol, and lemon juice, and stir to incorporate. Pour into a wineglass, add a handful of ice cubes, and top with a splash of soda water.", It is a strawberry-based recipe.
lentil-veggie-burgers,../data/food_images/lentil-veggie-burgers.jpg,"Place lentils in a large saucepan and pour in water to cover by 4"". Bring to a boil, reduce heat to medium, and simmer, stirring occasionally, until lentils are tender but not mushy, about 10 minutes from the time the water reaches a boil. Drain well, then let cool at least 10 minutes.
Meanwhile, mix together yogurt, lemon zest, lemon juice, and half of garlic in a small bowl. Season with salt.
Mash mushrooms, miso, paprika, 2 Tbsp. oil, and remaining garlic in a medium bowl with a spoon to combine. Add lentils and mix and smash until partly mashed but with lots of whole lentils still remaining. Add flour and vigorously stir until mixture holds together when squeezed in your hand; if it doesn’t, continue to mash until it does, adding another 1–2 Tbsp. flour if needed. Form into 6 patties about ¾"" thick.
Heat 1 Tbsp. oil in a large nonstick skillet (patties will stick to a regular skillet) over medium. Cook 3 patties until deeply browned and crisp underneath, about 3 minutes. Carefully turn over; cook, adding more oil as needed to maintain a light coating around patties, until deeply browned and crisp on the other side, about 3 minutes. Transfer to a plate. Repeat with remaining patties and 1 Tbsp. oil.
Spread cut side of buns with reserved yogurt mixture. Build burgers with buns, patties, sprouts, and pickles."," To cook this dish, you can sprinkle salt on the top and let it get browned on the bottom. You can then top it with your favorite sauce or dressing."
nurse-aperitif-cocktail-vermouth-jim-meehan,../data/food_images/nurse-aperitif-cocktail-vermouth-jim-meehan.jpg,Build in a chilled wine glass filled with ice. Garnish with the cucumber wheel., The image does not mention any specific cooking method.
salad-ramen,../data/food_images/salad-ramen.jpg,"Whisk vinegar, olive oil, lime juice, soy sauce, sesame seeds, mild red pepper flakes, and sesame oil in a small bowl to combine. Set dressing aside.
Cook noodles in a large pot of boiling salted water according to package directions. Drain and rinse under cold water to stop the cooking. Transfer to a large bowl, add half of reserved dressing, and toss to coat.
Divide noodles among bowls. Top with vegetables and drizzle with remaining dressing."," Fried vegetables should be cooked in a hot oil pan, while the main ingredients should be fried in a dry frying pan on the same pan. The soup or broth should be cooked in a small amount of water or broth."
miso-glazed-salmon-with-sushi-rice,../data/food_images/miso-glazed-salmon-with-sushi-rice.jpg,"Bring rice, a pinch of salt and 2½ cups cold water to a boil in a medium saucepan over medium-high heat. Stir once, cover, and reduce heat to low. Cook until water evaporates and rice is tender, 18–20 minutes. Remove from heat and let sit, covered, 10 minutes.
Whisk sugar, ¼ cup vinegar, and 2 tsp. Diamond Crystal or 1¼ tsp. Morton kosher salt in a small bowl until sugar dissolves. Stir into rice; re-cover. Let sit until ready to use.
Whisk maple syrup, miso, tamari, ½ tsp. red pepper flakes, and remaining ¼ cup vinegar in a small bowl. Set glaze aside.
Heat oil in a large nonstick skillet over medium. Season salmon with salt; cook, skin side down, shaking pan occasionally, until skin is very crisp and deep golden brown, 7–9 minutes. Turn over and cook just until flesh is very lightly browned ( it should be nearly cooked through), about 2 minutes. Using a spatula to hold back fish, pour off fat from skillet.
Reduce heat to low and add reserved glaze to skillet; cook, stirring occasionally, until it begins to thicken, about 1 minute. Baste salmon with glaze and cook, basting occasionally, until glaze evenly coats fish, about 1 minute.
Divide rice among plates and top with salmon. Drizzle with any leftover glaze over; sprinkle with scallions, sesame seeds, and red pepper flakes. Serve with lime wedges if desired."," To cook the dish, it is important to cook it with a slow cooker, which is a kitchen appliance that allows you to cook food in a sauce, cheese, or broth. The slow cooker is designed to cook food in layers of spices, herbs, and ingredients. 

For this dish, a small amount of sauce is typically added to the rice and vegetables before it is cooked. The sauce can be a simple soy sauce, vinegar, or a type of marinade. This type of sauce often provides a rich flavor and a good balance of amino acids and carbohydrates.

To cook the dish, you can use either a brush or a brush-on method. This helps to cover the dish thoroughly and allows the sauce to meld with the ingredients. It is also important to not overcook the dish, as this can damage the food.

The dish should be served immediately upon cooking. The dish should be garnished with herbs and spices, which can add a nice contrast to the dish. The herbs and spices can be a good source of flavor and are often used in marinades.

The sauce should be cooked in a skillet, allowing it to thicken with each cooking time. The sauce should be well mixed with the rice, vegetables, and"
grilled-carrots-with-avocado-and-mint,../data/food_images/grilled-carrots-with-avocado-and-mint.jpg,"Prepare a grill for medium heat. Toast cumin seeds in a dry small skillet over medium heat, tossing often, until fragrant, about 2 minutes. Let cool.
Coarsely crush cumin seeds with a mortar and pestle (or on a cutting board with the flat side of a chef’s knife). Transfer to a large bowl. Add lemon juice and honey. Whisk in ¼ cup oil, then add chile and ginger. Season dressing with salt. Let sit while you grill carrots (this will give the chile and ginger time to infuse into dressing).
Toss carrots and remaining 2 Tbsp. oil on a rimmed baking sheet to coat; season with salt. Grill carrots, turning occasionally, until lightly charred in spots and tender, 14–18 minutes. Immediately transfer carrots to bowl with dressing and toss to coat. Taste and season with more salt if needed.
Arrange carrots and avocados on a platter and spoon any dressing left in bowl over. Top with mint."," To cook this dish, wash the carrots and cut them into smaller pieces. Place slices in a large shallow pan and cook, stirring occasionally, until tender. Add the cheese and breadcrumbs, and cook until a golden brown. Serve with a side of sour cream."
double-ripple-ice-cream-cake,../data/food_images/double-ripple-ice-cream-cake.jpg,"Bring plums, brown sugar, and salt to a boil in a medium heavy saucepan over medium heat, stirring constantly. Reduce heat and simmer, stirring occasionally, until fruit is softened and juices deepen in color, about 8 minutes. Strain through a fine-mesh sieve set over a medium bowl, pushing plum flesh through; discard skins. Return sauce to pan and bring to a simmer, stirring occasionally. Cook, still stirring, until reduced to about ⅔ cup, about 3 minutes. Pour ripple into a jar and let cool, then cover and chill 1 hour before using.
Place a rack in middle of oven; preheat to 350°F. Place walnuts on 1 side of a rimmed baking sheet; season with salt. Toast, tossing halfway through, 8 minutes (nuts should not be quiet golden brown yet). Remove from oven and add sesame seeds on empty side of baking sheet. Toast until nuts and seeds are golden brown, about 2 minutes. Let cool; chop nuts. Combine nuts, sesame seeds, maple syrup, and salt in a small jar or bowl and stir well. Cover and set aside.
Lightly butter pan and line with a parchment paper round. Heat brown sugar, tahini, and remaining ½ cup (1 stick) unsalted butter until bubbling in a medium heavy saucepan over medium heat, stirring until butter is melted and sugar is dissolved. Cook, without stirring, 1 minute. Let cool slightly.
Stir vanilla bean paste and salt followed by egg into brown sugar mixture. Sift flour and baking powder through a fine-mesh sieve into mixture and fold to barely combine. Scrape batter into the prepared pan. Bake until golden around the edges, evenly tan across the top, and puffed in the center, about 20 minutes.
Transfer pan to a wire rack and let blondie base cool. Run a knife around the sides to help base release but keep springform pan intact, then cover and chill in freezer at least 15 minutes or until ready to use.
Cut 3 pints of ice cream out of their containers and place in the bowl of a stand mixer fitted with the paddle attachment. (Alternatively, you can beat in a large bowl with a wooden spoon or stiff rubber spatula until the consistency of cake batter.) Mix on low speed 2 minutes, then working up to medium speed, beat until barely pliable. It will soften further as it sits, but you want it to be sticky and slightly challenging to spread when you assemble cake. Chill in the freezer at any point if it becomes too soft and melted.
Remove blondie base and remaining 2 still-frozen pints of ice cream from freezer. Using an offset spatula, spread a third of softened ice cream over base. Using a spring-loaded ice cream scoop, scoop out and place mounds of 1-pint still-frozen ice cream on top in a random manner. Dollop one third of maple ripple over ice cream, avoiding edges of pan. Next, drizzle one third of plum ripple over ice cream, creating stripes. Repeat layering process, using half of remaining softened ice cream, all of remaining frozen ice cream, half of remaining maple ripple, and half of remaining plum ripple. Top with a final layer of remaining softened ice cream, smooth surface, then drizzle with remaining maple ripple and plum ripple. (If at any point the ice cream gets so soft that you can’t achieve distinct layers, chill in freezer for a few minutes.) Freeze, uncovered, 2 hours, then cover and freeze at least 8 hours before serving.
To serve, run a knife or offset spatula around edge of pan to release. Unmold and remove parchment paper; discard. Transfer cake to a platter, smooth sides with an offset spatula, and freeze 10 minutes. Slice with a warm knife, wiping off between cuts."," In the image, the cake is on a white plate. It has a golden-brown crust and is sprinkled with sesame seeds and finely chopped nuts.  The cake is topped with a layer of vanilla ice cream. The ingredients are as follows:

- 1 cup (80 g) of almond milk.
- 4 tablespoons of olive oil.
- 1 tsp of salt.
- 1 tsp of black pepper.
- 1 tsp of dried oregano.
- 1 tsp of dried thyme.
- 1/2 tsp of black pepper.
- 2 tbsp of garlic powder.
- 1/2 tsp of dried onion powder.
- 1/4 tsp of paprika.
- 1/4 tsp of cumin.
- 1/4 tsp of turmeric.
- 1/4 tsp of saffron.

The cake is decorated with sesame seeds and finely chopped nuts. The frosting is creamy and smooth, and has a slight sheen to it. The edges of the cake are slightly browned. The cake is topped with a layer of vanilla ice cream. In the bottom, there's a layer of cream topping."
tiger-fruit-salad,../data/food_images/tiger-fruit-salad.jpg,"Gently toss fruit, chile, vinegar, sugar, and ½ tsp. salt in a medium bowl to combine. Let sit until fruit is spicy and flavorful, about 10 minutes.
Meanwhile, gather cilantro into a bundle and cut into 2""-long pieces. Transfer to a medium bowl, add scallions and celery, and toss to combine.
Drain fruit in a fine-mesh sieve set over a small bowl; set fruit aside. Add oil, soy sauce, and lime zest to marinating liquid in bowl and whisk to combine. Pour dressing over cilantro mixture and toss to coat. Add reserved fruit and sesame seeds and toss gently to combine. Taste and season with more salt if needed.
Transfer salad to a platter and serve with lime wedges."," The dish is likely made with either grilled or broiled vegetables. To cook the vegetables, you would typically use a non-stick pan or a stovetop, and possibly a grater or grinder. You could also consider using a combination of oven-safe cooking methods, like baking or roasting, to ensure that the vegetables are cooked evenly."
grilled-pork-shoulder-with-butter-vinegar-sauce,../data/food_images/grilled-pork-shoulder-with-butter-vinegar-sauce.jpg,"Toast fennel seeds in a dry small skillet over medium heat, tossing often, until golden brown and starting to pop, about 3 minutes. Transfer to a spice mill or mortar and pestle and let cool; coarsely grind. Transfer to a small bowl and mix in oregano. Place pork on a wire rack set inside a rimmed baking sheet and rub with oil. Season all over with 1 Tbsp. salt, then rub with spice mixture, packing it on. Let sit at room temperature 2 hours or chill, uncovered, up to 2 days.
Bring chiles, vinegar, butter, and sugar to a simmer in a small saucepan over medium-high heat; cook, stirring occasionally, until sugar is dissolved and sauce is reduced by about a third, about 5 minutes. Season with salt; cover and keep warm over low heat until ready to use.
Prepare a grill for medium heat. Drizzle pork all over with oil, then grill, turning every 5 minutes or so, until extremely, gorgeously browned and crisp and an instant-read thermometer inserted into thickest part registers 120°F, 35–45 minutes. Continue to grill, brushing with sauce and turning not quite every minute (you’re going to see flare-ups, but don’t worry), until pork is glazed and shiny and temperature on thermometer has risen to 130°F, 5–10 minutes more. Transfer pork to a platter and let rest 30 minutes; reserve remaining sauce.
Transfer pork to a cutting board and pour any accumulated juices on platter into reserved sauce. Return sauce to a simmer. Slice pork against the grain ¼"" thick. Arrange on platter, spoon some sauce over, and season with salt. Serve remaining sauce alongside.
If using a charcoal grill, a bed of medium-hot coals will gradually lose heat. Get a chimney started when the meat first hits the grill. About halfway through, throw some new glowing coals on the pile to keep things going."," The cooked pork is likely to be served as a side dish. It can be served on a side dish, a side meal, or as a main course. The sauce can be a simple marinade or sauce in a traditional way."
no-churn-almond-and-raspberry-swirl-ice-cream,../data/food_images/no-churn-almond-and-raspberry-swirl-ice-cream.jpg,"Bring raspberries, sugar, and ¼ tsp. salt to a simmer in a medium saucepan over medium heat and cook, stirring often, until raspberries begin to burst and lose their shape, about 4 minutes. Strain through a fine-mesh sieve into a large measuring glass, pressing on solids; discard solids. Pour back into saucepan and return to medium heat. Cook, stirring occasionally, until sauce is thick enough to coat a spoon, 10–15 minutes. (You should have about 6 Tbsp.) Transfer back to measuring glass and chill until cold, about 30 minutes.
Mix condensed milk, almond extract, and remaining ¾ tsp. salt in a medium bowl to combine.
Using an electric mixer, beat cream in a medium bowl, starting on low speed and gradually increasing to medium-high as it thickens, until billowy and stiff peaks form, about 4 minutes.
Add a dollop of whipped cream to condensed milk mixture and mix in with a rubber spatula (this is just to lighten it so that the next stage—folding—is easier). Add remaining whipped cream; fold in, running spatula down sides and along bottom of bowl, then lifting up through center and over top while rotating bowl to integrate without deflating, until very few streaks of condensed milk mixture remain.
Scrape about one third of ice cream base into a loaf pan that’s at least 8½x4½"". Drizzle over one third of raspberry syrup. Repeat layers 2 more times, ending with raspberry syrup (no need to be precise). Using a small offset spatula or butter knife, make figure-eight motions through ice cream base to swirl raspberry syrup throughout. Cover with plastic wrap or an airtight silicone lid and freeze until solid, at least 8 hours.
To serve, transfer loaf pan to refrigerator and let ice cream soften 10 minutes before scooping into bowls.
Do Ahead: Ice cream can be made 1 week ahead. Keep frozen.", I would use a pressure cooker.
fresh-mint-and-chocolate-ice-cream,../data/food_images/fresh-mint-and-chocolate-ice-cream.jpg,"Bring mint and 1 cup cream to a bare simmer in a small saucepan over medium heat. Remove from heat, cover, and let sit 30 minutes. Strain through a fine-mesh sieve into a measuring glass, pressing on solids; discard solids. Chill cream until very cold, about 30 minutes.
Just before cream is ready, heat chocolate in a heatproof bowl set over a saucepan of simmering water (do not let bowl touch water), stirring occasionally, until melted and smooth. (Alternatively, heat in 20-second increments in a microwave, stirring between bursts.) Mix together sweetened condensed milk and salt in a medium bowl.
Pour remaining 1 cup cream into infused cream in measuring glass. (You should have 2 cups; add more if needed.) Transfer to a medium bowl. Using an electric mixer, beat cream, starting on low speed and gradually increasing to medium-high as it thickens, until billowy and stiff peaks form, about 4 minutes.
Add a dollop of whipped cream to condensed milk mixture and mix in with a rubber spatula (this is just to lighten it so that the next stage—folding—is easier). Add remaining whipped cream, then sift in cocoa powder. Fold in, running spatula down sides and along bottom of bowl, then lifting up through center and over top while rotating bowl to integrate without deflating, until very few streaks of condensed milk mixture remain and cocoa powder is combined.
Scrape about one quarter of ice cream base into a loaf pan that’s at least 8½x4½"". Using a fork, drizzle about one third of melted chocolate over. Repeat layering process, finishing with a layer of ice cream base, to create 4 layers of ice cream base total and 3 layers of drizzled chocolate. Cover with plastic wrap or an airtight silicone lid and freeze until solid, at least 8 hours.
To serve, transfer loaf pan to refrigerator and let ice cream soften 10 minutes before scooping into bowls.
Do Ahead: Ice cream can be made 1 week ahead. Keep frozen."," Boil, steam, or bake."
cassava-cake-bibingkang-cassava,../data/food_images/cassava-cake-bibingkang-cassava.jpg,"Preheat the oven to 350°F.
To make the cake, combine the egg yolks, cassava, macapuno (or shredded coconut, if using), coconut milk and the ½ cup sweetened condensed milk in a large bowl and mix well.
Pour the cake batter into a greased 8 x 8-in (20 x 20-cm) cake pan. The cake batter will appear to be very loose and wet at this point, but don’t worry, the cassava will absorb most of the liquid during baking. Place the cake pan into the oven and bake until the top of the cake appears dry and no liquid is floating on the surface, 45–60 minutes.
Meanwhile, to make the topping, whisk together the egg whites and the ¼ cup (65 ml) sweetened condensed milk in a medium bowl until very well incorporated. Although you are using egg whites, don’t be concerned with making a foam or a meringue, just mix until combined.
Remove the cake from the oven and evenly pour the topping onto the cake. Return the cake to the oven and bake until the topping sets, about 10 minutes more.
Remove the cake from the oven and rest the cake in its pan on a cooling rack. Cool the cake completely before cutting it into squares. The cassava cake can be served at room temperature, or cold out of the refrigerator.", You should cook this dish until the top is tender and the bottom is flaky.
peach-cobbler-hot-water,../data/food_images/peach-cobbler-hot-water.jpg,"Preheat the oven to 350 degrees F.
Put the peaches in a 9-by-13-inch (or similar) baking pan or gratin dish. Pat the peaches into a roughly even layer, then, using a zester or a Microplane, zest the lemon evenly over the fruit and squeeze the lemon juice evenly over the top.
In the work bowl of a stand mixer fitted with the paddle attachment, cream the butter and 1½ cups of the sugar on medium speed until sandy, about 1 minute. Add the flour, baking powder, and salt, and beat again for another 30 seconds, until all the flour is incorporated and the mixture is evenly crumbly. With the mixer on low speed, slowly add in the milk. Increase the speed to medium and beat until light and fluffy, about 2 minutes.
Plop the batter in 6 large blobs over the top of the peaches. With an offset spatula or small knife, carefully spread the batter evenly over the fruit, so it’s no more than about ½ inch thick in any one place.
Sprinkle the remaining ½ cup sugar directly over the batter. Drizzle the hot water evenly over the sugar, using it to melt the sugar into the topping. (Use it all. It’s a strange method, but it works.)
Bake the cobbler for 70 to 80 minutes, or until the top is browned and cracked. (A toothpick inserted into the topping should come out dry—be sure to check in a few places.)
Let the cobbler sit for about a half an hour to firm up before serving warm in big bowls, with heavy cream poured on top.", There is no indication in the description of the dish or its cooking process.
scallion-pancakes-pajeon,../data/food_images/scallion-pancakes-pajeon.jpg,"To make the batter, combine the flour, cornstarch, baking powder, sugar, doenjang, and pepper in a medium bowl and mix well to blend. Add the club soda, egg yolk, and garlic and mix gently using a whisk. Do not whisk too much, or extra gluten will form in the batter, making it too thick and doughy. Whisk about 10 times, then let the batter rest for 10 minutes in the freezer so any remaining small clumps of flour can dissolve and blend into the mixture by themselves.
When you’re ready to make the pancakes, line a sheet pan with paper towels and set aside. Fold the scallions into the cold batter.
Set a 10-inch nonstick sauté pan over high heat and add about 1 tablespoon of the oil. When the oil begins to shimmer and just barely smoke, add 1 cup of the scallion batter to the center of the pan. Using a spatula, spread it out to form a 7-inch pancake. (You don’t want the pancake to touch the sides of the pan, or the edges may burn before the center is cooked through.) Reduce the heat to medium and cook for 4 to 5 minutes, until the bottom of the pancake has set. Once it has set, gently slide your spatula under the edges of the pancake and lift them, tilting the pan, so some of the hot oil runs underneath the pancake. Then cook for 2 to 3 minutes more, until the bottom is a deep golden brown and crisp. You can check the color by gently lifting an edge of the pancake with your spatula. Flip the pancake and cook on the other side for 3 to 4 minutes, until it is golden brown on the second side and cooked through. Transfer to the prepared sheet pan to drain. Wipe out the pan, set it back over high heat, add another tablespoon or so of oil, and repeat until all of the pancakes are cooked. The finished pancakes can be kept in a low (200°F) oven on a clean sheet pan while you cook the remaining batches, but it’s best to eat them right away.
Cut each pancake into quarters and serve with small bowls of the Pajeon Sauce and ice-cold makgeolli (Korean rice wine)."," To cook the dish, you can cook it in a dutch oven over lower heat. The dish should be cooked in a dutch oven that has a knob to control the heat. It can also be baked."
